name,5,4,3,2,1,total
Smart Watch 1.3” Full Touch Screen Bluetooth Smartwatch for Men Women IP68 Waterproof Fitness Tracker with 10 Sport Modes Blood Oxygen Heart Rate Sleep Monitor Pedometer for Android iOS (Black),51%,33%,6%,10%,0%,25
Smart Watch for Android Phones Compatible with iPhone Samsung Sazooy Fitness Tracker Touch Screen Bluetooth Smartwatch with Sim SD Card Slot Camera Support Calls Messages for Women Men Kids (Black),36%,13%,10%,10%,30%,227
Smart Watch for iphone Compatible:1.69'' HD Screen by E Easiecom 5ATM Waterproof Watch for Swimming Running Cycling Sensor Measurement of Blood Oxygen Heart Rate Android Smart Watches (Black),69%,31%,0%,0%,0%,14
Bluetooth Call Smartwatch for Women Fitness Tracker Watch with Heart Rate and Sleep Monitor IP67 Waterproof Activity Tracker Pedometer Watches Compatible with iPhone Android Phones (Pink),46%,15%,13%,6%,19%,349
Eurans Smart Watch Compatible with iPhone and Android Phones Fitness Watch with Heart Rate & Sleep Monitor Smartwatch with SpO2 5ATM Waterproof Fitness Tracker for Women Men-Light Green,50%,0%,0%,50%,0%,2
Wellue WearO2 Wearable Health Monitor Pulse Meter with Bluetooth Free APP Continuously Tracks SP-O2 & Heart Rate with Notification HR Monitor,55%,20%,10%,6%,9%,201
PINHEN Replacement Stainless Steel Watch Band Quick Release Strap 16mm 18mm 20mm 22mm 24mm Tools Including,53%,15%,11%,9%,12%,41
[ 2 Pack ] YMHML Case Compatible for Apple Watch Series 7 41mm with Screen Protector Hard PC Full Cover Tempered Glass Protector for Apple Watch Series 7 Accessories Clear,59%,28%,13%,0%,0%,14
2022 Best 4G GPS Tracker Unlocked Wrist Smart Phone Watch for Kids with Sim Camera Video Call Fitness Tracker Birthday for Children Boys Girls iOS Android Smartphone (Pink),100%,0%,0%,0%,0%,4
suinsist SmartWatch 2021 with Call FitnessTracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor,55%,14%,9%,6%,16%,657
HUYVMAY Fitness Activity Tracker Watch IP68 Waterproof Fitness Tracker for Women Men Kids Fitness Bracelet with Heart Rate Monitor Sleep Tracker PedometerFit Watch with Call & Message Notification,33%,0%,34%,0%,33%,3
Smart Watch for WomenMAXTOP Fitness Watch for Android/iOS Phones with Blood Pressure Heart Rate & Blood Oxygen Monitor Activity Tracker 1.4'' Full Touch Screen IP67 Waterproof Smartwatch (Pink),62%,0%,38%,0%,0%,11
【5 pack】Compatible for Apple Watch Series 7 Screen Protector 45mm Roffu Soft TPU HD Clear Ultra-Thin Overall Protective Cover Bumper for iwatch Series 7 45mm Accessories,65%,9%,16%,0%,9%,14
CanMixs Smart Watch for Android Phones ios Fitness Tracker Digital Watch with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch for Women Men Smartwatch 46mm Compatible iPhone Samsung,51%,17%,13%,7%,12%,1840
Genius Fit Watch smart watch with blood pressure heart rate and body temperature monitor waterproof compatible with Fitness tracker apps on android and iOS with multi sport and sleep quality mode,29%,29%,23%,10%,10%,13
"Blackview Smart Watch for Android Phones and iOS Phones All-Day Activity Tracker with Heart Rate Sleep Monitor 1.3"" Full Touch Screen 5ATM Waterproof Pedometer Smartwatch for Men Women",60%,17%,11%,5%,7%,4567
August Connect Wi-Fi Bridge Remote Access Alexa Integration for Your August Smart Lock,69%,14%,7%,3%,7%,7692
Fossil Men's Collider Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,70%,16%,6%,3%,5%,1917
Garmin Lily Women’s Fitness Sport Smartwatch with Wearable4U Power Pack Bundle (Rose Gold Bezel with Light Sand Silicone Band),62%,14%,10%,2%,13%,117
Fitniv Smart Watch 1.4 Inch LCD Color Touch Screen Smartwatch for Men Women Heart Rate Monitor & SpO2 IP68 Waterproof Fitness Tracker Pedometer for Android and iOS Phones,58%,12%,14%,4%,12%,61
QAAEEDY Smart Watch for Android Phones iOSFitness Tracke with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch Compatible iPhone Samsung Smart Watches for Women Men (Black),56%,6%,10%,8%,19%,86
(Renewed) Apple Watch Series 5 (GPS 44MM) - Space Gray Aluminum Case with Black Sport Band,81%,8%,3%,2%,7%,4471
Smart Watch 1.69'' Smartwatch for Android Phones and IOS Phones Compatible with iPhone Samsung IP68 Waterproof Fitness Tracker with Heart Rate and Sleep Monitor Pedometer Smart Watches for Men Women,80%,10%,0%,6%,4%,90
QAAEEDY Smart Watch for Android Phones iOSFitness Tracke with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch Compatible iPhone Samsung Smart Watches for Women Men (Gold),56%,6%,10%,8%,19%,86
"Togala Smart Watch for Men Women Fitness Tracker 1.69"" Touch Screen Smartwatch IP67 Waterproof Health and Fitness Watch with HR Sleep Monitor 24 Sports Pedometer Activity Tracker for Android iOS",90%,2%,4%,1%,3%,211
"Smartwatch for Men Fashion Fitness Tracker Bluetooth Calls Voice Chat Fashion Steel with Blood Pressure Heart Rate Sleep Monitor1.3"" Full Touch Screen Activity Trackers IP67 Waterproof Pedometer for iOS Android",63%,18%,7%,5%,7%,256
"Sudugo Smart Watch Women Fitness Watch 1.69"" Touch Screen Smartwatch Pedometer Watch with Heart Rate and Sleep Monitor IP67 Waterproof Fit Watch Activity Tracker Watch for iOS and Android Pink",73%,10%,4%,2%,11%,362
CanMixs Smart Watch for Android Phones ios Fitness Tracker Digital Watch with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch for Women Men Smartwatch 46mm Compatible iPhone Samsung,51%,17%,13%,7%,12%,1840
Michael Kors Women's MKGO Gen 5E 43mm Touchscreen Smartwatch with Fitness Tracker Heart Rate Contactless Payments and Smartphone Notifications,76%,12%,5%,3%,3%,239
Samsung Galaxy Active Smartwatch 40mm with Extra Charging Cable Rose Gold - SM-R500NZDCXAR (Renewed),73%,14%,2%,2%,8%,271
VEESIMI Smart Watch Fitness Tracker with 23 Sport Modes Heart Rate Monitor Pedometer Smartwatch with Music Control Smartphone Notifications Sleep Monitor IP68 Waterproof Backup a Sport Loop Band,85%,15%,0%,0%,0%,24
Smart Watch for Women Men with Blood Pressure Monitor OJBK Fitness Watch with Hear Rate Blood Oxygen Sleep Tracking Full Touch Screen Fitness Tracker for Android Phones iPhone Compatible,62%,14%,8%,2%,14%,39
Smart Watches for Women/Men Fitness: 1.28 Inch Full Touch Screen Activity Tracker Watch Compatible with iOS/Android IP68 Waterproof Watch for Swimming Heart Rate Monitor & Blood Oxygen (Black),56%,15%,5%,11%,13%,62
Smart Watches for Men Women (Make/Answer Call 454x454 Resolution) Smart Watch for Android Phones Smartwatch with Health Monitor Message Reminder IP68 Waterproof Android Smart Watch,31%,20%,22%,5%,23%,44
"Kimnix Smart Watch1.72"" HD Full Touch Screen Larger Battery Life Fitness TrackerAnswer Call/Text/Heart Rate/Blood Pressure/Health Bracelet and Sleep Monitor Smartwatch for Android & iOS Men Women",46%,16%,12%,6%,20%,458
4G Kids Smartwatch Smart Watch for Kids IP67 Waterproof Watches with GPS Tracker 2 Way Call Camera Voice & Video Call SOS Alerts Pedometer WiFi Wrist Watch 3-12 Years Boys Girls Gifts,62%,6%,9%,6%,17%,24
feifuns Smart Watch(Receive/Make Call) 1.54'' Full Touch Screen Fitness Tracker with Life Water-Resistant Heart Rate/Blood Pressure/Oxygen Pedometer Sleep Track for Women Men Android iOS Phone (Pink),55%,17%,10%,6%,12%,2158
Fitbit Blaze Smart Fitness Watch Black Silver Large (6.7 - 8.1 Inch),64%,13%,8%,5%,10%,14654
Samsung Electronics Galaxy Watch 4 Classic 42mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version Black,66%,14%,6%,5%,9%,450
Y&L Smart Watch Fitness Tracker with Heart Rate Monitor and SpO2 Sleep Monitor 5ATM Waterproof Smartwatch Compatible with iPhone and Android Phones for Women Men Pink,45%,0%,0%,27%,27%,4
GADIXY Bluetooth Call SmartWatch Fitness Activity Tracker Smart Watch for Women IP67 Waterproof Heart Rate Sleep Monitor Smart Watches for Android iPhone Phones (Black),0%,27%,27%,0%,46%,4
Smart Watch for Women-Fitness Tracker Smartwatch with Bluetooth Phone Calls 1.09'' Round Touchscreen IP67 Waterproof Steps Health Tracking Watches Compatible with iPhone Android Phones (Black),61%,20%,19%,0%,0%,6
"LIGE Smart Watch for Android iOS Bluetooth Calls Voice Chat with Heart Rate/Sleep Monitor Fitness Tracker 1.3"" Full Touch Screen IP67 Waterproof Stainless Steel Activity Tracker for Men",54%,19%,11%,5%,11%,441
Smart Watch 1.69'' Smartwatch for Android Phones and IOS Phones Compatible with iPhone Samsung IP68 Waterproof Fitness Tracker with Heart Rate and Sleep Monitor Pedometer Smart Watches for Men Women,80%,10%,0%,6%,4%,90
QAAEEDY Smart Watch for Android Phones iOSFitness Tracke with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch Compatible iPhone Samsung Smart Watches for Women Men (Black),56%,6%,10%,8%,19%,86
Smart Watch for Android iOS Phones ZOSKVEE Smartwatch with Heart Rate Sleep Monitor Pedometer Fitness Watch Fitness Tracker with 5ATM Waterproof for Men Women (Purple),72%,13%,5%,4%,7%,125
"mebossco Smart Watch IP68 Waterproof Smartwatch Fitness Tracker with Heart Rate Monitor Sleep Monitor 1.4"" Sports Watch for Women Men Step Counter Activity Tracker for Android iOS Phones Black",54%,15%,10%,6%,15%,438
Smart Watch Fitness Tracker Men - CatShin Smartwatch with Heart Rate Blood Pressure Monitor Pedometer Sport Sleep Waterproof Bluetooth Touch Screen Compatible Android iOS Phone,62%,0%,38%,0%,0%,4
Garmin vivomove HR Hybrid Smartwatch for Men and Women White/Rose Gold,70%,15%,5%,3%,6%,3898
SAMSUNG Galaxy Watch 4 Classic R890 46mm Smartwatch GPS WiFi (International Model) (Black),69%,19%,0%,0%,11%,13
Smart Watch Full Touch Smartwatch for Android Phones and Compatible iPhone Samsung IP68 Waterproof Fitness Tracker with Heart Rate and Sleep Monitor Step Counter Smart Watches for Men Women,36%,17%,22%,17%,7%,34
Smart Watch MTOIRAC Smartwatch for Android Phones and iPhone Compatible IP68 Waterproof Fitness Tracker with Heart Rate Monitor Pedometer Sleep Monitor Smart Watches for Women Men,83%,3%,0%,0%,14%,33
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
COLMI 1.69 inch Smart Watch for Women Men， Fitness Watch with Blood Pressure Heart Rate and SpO2 Monitor，Waterproof Smartwatch P8 Mix Compatible with Android iPhone Samsung,63%,0%,37%,0%,0%,3
"WYZE Smart Watch 1.75""(47mm)Aluminum Smartwatch for Android Phones and iOS Phones IP68 Waterproof Fitness Tracker with Heart Rate/Blood Oxygen/Sleep/ Menstrual Monitor Digital Watch for Women and Men",58%,18%,12%,5%,6%,328
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Smart Watch for Men Women(Make/Answer Call 1.28 Inch Bluetooth) Fitness Tracker with Real-Time Monitor App Message Reminder Waterproof Smart Watch for Android iOS Phones (Steel & Silicone Band),47%,21%,11%,8%,12%,45
Fossil Men's Neutra Hybrid Smartwatch HR with Always-On Readout Display & Heart Rate & Activity Tracking & Smartphone Notifications & Message Previews,72%,13%,3%,4%,8%,137
Kids Smart Watch for Boys Girls- Kids Smartwatch with Call 2 Cameras 16 Games Video Recorder Music Alarm Flashlight 12/24 hr Touch Screen Smart Watch for Kids Age 3-14 (Blue),49%,29%,19%,0%,3%,25
Smart WatchManiGoo 1.4inch Fitness Tracker with Heart Rate MonitorBlood Oxygen SaturationWeather Forecast Waterproof Fitness Watch Compatible with iPhone and Android Phones for Women Men (Black),100%,0%,0%,0%,0%,5
Smart Watch AMOYEE Fitness Watch with Heart Rate IP68 Waterproof Activity Tracker Fitness Tracker Sleep Monitoring Blood Oxygen Smartwatch Compatible with iOS and Android for Men and Women,91%,4%,5%,0%,0%,49
SKMEI Smart Watch for Women Smart Watches for Android and iOS Phones Waterproof Fitness Activity Tracker with Heart Rate Sleep Monitor Smartwatch with Full Touch Screen Pedometer Call Reminder,50%,20%,7%,7%,15%,55
Smart Watches for Women/Men Fitness: 1.28 Inch Full Touch Screen Activity Tracker Watch Compatible with iOS/Android IP68 Waterproof Watch for Swimming Heart Rate Monitor & Blood Oxygen (Pink),56%,15%,5%,11%,13%,62
Blackview Smart Watch for Android Phones Compatible with iPhone Samsung Fitness Watch with Blood Oxygen & Heart Rate Sleep Monitor 5ATM Waterproof Pedometer Smart Watches for Men Women (2 Bands),63%,19%,9%,2%,7%,1311
Timex Unisex Metropolitan S Smartwatch with Silicone Strap,68%,16%,4%,6%,6%,100
Smart Watch with Heart Rate Monitor Blood Pressure Oximeter Sleep Monitoring Multiple Exercise Modes Health Data Recording IP68 Waterproof Bluetooth Sports Watch,41%,15%,24%,11%,9%,13
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,82%,11%,0%,0%,7%,40
Amazfit GTR 3 Pro Smart Watch for Android iPhone with Bluetooth Call Alexa GPS WiFi Men's Fitness Tracker 150 Sports Modes 1.45”AMOLED Display Blood Oxygen Heart Rate Tracking Waterproof Black,63%,14%,14%,0%,8%,26
Smart Watch for Men and WomenIP68 Waterproof Fitness Tracker with Heart Rate and Sleep Monitor Blood Pressure Blood Oxygen Tracking Smartwatch Compatible with Android iPhone iOS Phones,56%,16%,11%,7%,11%,38
Smart Watch Eastcoo 1.69' HD Full Touch Screen Fitness Smart Watch Tracker for Android /IOS Phones Men Women Sport Tracker Heart Rate Monitor Message for Samsung iPhone Gift,72%,14%,5%,5%,5%,65
"Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Heart Rate Blood Pressure Pedometer Sleep Monitor Waterproof 1.54"" Touch Screen Smart Watches for Men Women(Gold)",75%,25%,0%,0%,0%,18
Fossil Women's Monroe Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,65%,15%,6%,3%,10%,141
"Smart Watch for Android/iOS Phones1.54"" Smartwatch with Heart RateCallSleep MonitorFull Touch ScreenStep CounterBlood PressureBlood Oxygen TrackingIP67 Waterproof Fitness Tracker Watch",50%,19%,7%,7%,17%,24
Kids Smart Watch for Boys - Smart Watch for Kids with Call | 8 Games | SOS | Camera | Music Player | Alarm Clock | Calculator | Album & Video | Recording | for 4-12 Years Boys Birthday Gifts (Black),69%,0%,20%,0%,11%,48
Smart Watch for Women Waterproof Fitness Tracker with Blood Pressure Heart Rate Blood Oxygen Sleep Monitor Message Notification Sport Pedometer Smartwatch Bracelet for iOS Android Phones(Rose Gold),50%,17%,12%,7%,13%,768
"UHOOFIT Smart Watch for Men 1.71"" Full Touch Smartwatch with Heart Rate Monitor Message Notification Sleep Monitor IP68 Waterproof Fitness Watch with 20 Mode Sports Countdown Alarm for Android iOS",60%,20%,20%,0%,0%,6
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
"Smart Watch AGPTEK 1.69""(43mm) Smartwatch for Android and iOS Phones IP68 Waterproof Fitness Tracker Watch Heart Rate Monitor Pedometer Sleep Monitor for Men Women Black LW31",54%,15%,12%,5%,13%,1593
suinsist SmartWatch 2021 with Call FitnessTracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor,55%,14%,9%,6%,16%,660
Fitpolo Smart Watch for Android Phones and iOS Phones IP68 Swimming Waterproof Smartwatch Fitness Tracker Fitness Watch Heart Rate Monitor Smart Watches for Men Women (Green),61%,17%,10%,5%,7%,4139
Smart Watch 2021(Call Receive/Dial) 1.70 in HD Full Touch Screen Smartwatch Fitness Tracker with/Heart Rate/Blood Pressure/Sleep Step Tracking Smart Watch for Android iOS Phones Women Man,100%,0%,0%,0%,0%,2
Fossil Men's FB-01 Dive-Inspired Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,64%,14%,9%,5%,8%,483
Nickelodeon Touchscreen Interactive Smart Watch (Model: PAW4316AZ),75%,10%,10%,0%,5%,34
WILLOWWIND Kids Smart Watch for Boys Girls - Children's Smartwatch with 14 Games Music Mp3 Player Alarms Calculator for Students 4-12 Years Old Birthday Gift (Pink),53%,17%,10%,5%,14%,615
Kids Smart Watch Waterproof Kids Smart Watches with G Tracker Multifunctional Child Smart Watch Phone Gift for Children Aged 3-14(Pink),43%,12%,15%,0%,30%,18
Smart Bluetooth Watch Fitness Watch Blood Pressure IP68 Waterproof Pedometer Text Reminder Fit Tracker Step Watch Tracker for Men Women Sport Bracelet Compatible with iOS & Android Phones,18%,35%,20%,0%,26%,5
Fossil Women's Gen 6 42mm Stainless Steel Touchscreen Smart Watch Heart Rate Color: Rose Gold Gunmetal (Model: FTW6078V),63%,17%,8%,8%,5%,30
CanMixs Smart Watch for Android Phones iOS Waterproof Smart Watches for Women Men Sports Digital Watch Fitness Tracker Heart Rate Blood Oxygen Sleep Monitor Touch Screen Compatible Samsung iPhone,56%,16%,11%,6%,12%,6312
Smart Watch AGPTEK Smartwatch for Men Women IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor for Android and iOS Phones Blue LW11,61%,16%,10%,5%,8%,17758
Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Blood Pressure Heart Rate & Blood Oxygen Monitor Activity Tracker 1.4'' Full Touch Screen IP67 Waterproof Smartwatch for Men Women (Gray),62%,0%,38%,0%,0%,11
feifuns Smart Watch with Call(Answer Make Call) IP67 Waterproof Fitness Tracker Heart Rate Blood Pressure Oxygen SpO2 Sleep Step Calorie Count Smart Watches for Men Women for Android iOS Phone (Black),53%,20%,11%,6%,10%,315
"Smart Watch 2021 Ver. Watches for Men Women Fitness Tracker 1.69"" Touch Screen Smartwatch Fitness Watch Heart Rate Monitor IP68 Waterproof Pedometer Activity Tracker Sleep Monitor for Android iPhone",54%,18%,11%,6%,11%,3576
Michael Kors Women's Gen 5E 43mm Stainless Steel Touchscreen Smartwatch with Fitness Tracker Heart Rate Contactless Payments and Smartphone Notifications.,71%,14%,6%,2%,8%,251
Fitbit Versa Smart Watch Black/Black Aluminium One Size (S & L Bands Included),68%,13%,6%,4%,10%,9137
NETGEAR Wi-Fi Range Extender EX3700 - Coverage Up to 1000 Sq Ft and 15 Devices with AC750 Dual Band Wireless Signal Booster & Repeater (Up to 750Mbps Speed) and Compact Wall Plug Design,50%,17%,13%,7%,13%,65773
4G Smart Watch 2.86 Inch Screen Android 7.1 3GB+32GB 5MP Camera 2700mAh Battery Smartwatch for Men,54%,16%,9%,6%,15%,320
Disney Boys' Touchscreen Smart Watch with Plastic Strap Black 20 (Model: MK4089AZ),73%,10%,7%,3%,7%,254
Garmin 010-02172-31 Vivoactive 4S Smaller-Sized GPS Smartwatch Features Music Body Energy Monitoring Animated Workouts Pulse Ox Sensors and More Light Gold with Light Pink Band,77%,13%,4%,2%,4%,8986
Amazfit GTS 2 Mini Smart Watch GPS Fitness Tracker for Men Women Alexa Built-in 14 Days Battery Life 70+ Sports Modes Blood Oxygen Heart Rate Sleep Monitor AMOLED Screen 5 ATM Waterproof-Black,61%,19%,9%,4%,7%,6893
Smart Watch for Women AGPTEK Smartwatch for Android and iOS Phones IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor Pink LW11,61%,16%,10%,5%,8%,17758
"Smart Watch for Women AGPTEK 1.69""(43mm) Smartwatch for Android and iOS Phones IP68 Waterproof Fitness Tracker Watch Heart Rate Monitor Pedometer Sleep Monitor for Women Pink LW31",54%,15%,12%,5%,13%,1593
HUAWEI Band 6 Fitness Tracker Smartwatch for Men Women 1.47’’ AMOLED Color Screen All Day Spo2 and Heart Rate Monitoring2 Week Battery Life5ATM Waterproof Global VersionPink,73%,15%,5%,1%,7%,459
4G Kids Smartwatch with GPS TrackerSmart Watch w Camera for Kids2 Way Voice & Video Call SOS Alert Smartphone Cell Phone Smart Watch4-15 Years Boys Girls Children Birthday,63%,37%,0%,0%,0%,5
"WYZE Smart Watch 1.75""(47mm)Aluminum Smartwatch for Android Phones and iOS Phones IP68 Waterproof Fitness Tracker with Heart Rate/Blood Oxygen/Sleep/ Menstrual Monitor Digital Watch for Women and Men",58%,18%,12%,5%,6%,328
KOSPET Magic 3 Smartwatch1.71 inch 3D Curved Full Touch Screen Smartwatch 20 Sports Modes Real Blood Oxygen Blood Pressure TestHeart Rate and Sleep Monitoring IP68 Waterproof Bluetooth 5.0,54%,19%,10%,6%,11%,296
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,82%,11%,0%,0%,7%,40
Fossil Men's Machine Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,71%,14%,6%,4%,6%,447
Smart Watch 1.69'' Full Touch Screen Fitness Watches for Women IP67 Waterproof Fitness Tracker with Heart Rate Monitor Sleep Tracker Blood Oxygen Monitor Step Counter Smartwatch for Android IOS Pink,100%,0%,0%,0%,0%,2
Smart Watch HuaWise Smart Watch for Android Phones and iOS HD Touch Smartwatch Waterproof Fitness Tracker Watch with Heart Rate Stopwatch Smart Watches for Men Women Compatible iPhone Samsung,63%,14%,9%,6%,8%,271
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,82%,11%,0%,0%,7%,40
TicWatch Pro 3 Ultra GPS Smartwatch Qualcomm SDW4100 and Mobvoi Dual Processor System Wear OS Smart Watch for Men Blood Oxygen IHB AFib Detection Fatigue Assessment 3-45 Days Battery NFC Mic Speaker,79%,10%,7%,2%,2%,66
Smart Watch Fitness Tracker for Android Phones and iOS Phones - Touch Screen IP67 Waterproof Sports Activity Fitness Tracker with Heart Rate Sleep Monitor Message Reminder for Men Women (Black),64%,0%,0%,0%,36%,6
Burxoe Smart WatchIp67 Waterproof Bluetooth Smartwatch for Android PhonesSport Fitness Watch with Blood Pressure Oxygen Heart Rate Monitor Activity Tracker Compatiable for Samsung iOS Women Men,100%,0%,0%,0%,0%,20
Accutime Touchscreen Interactive Smart Watch (Model: LOL4316OMGAZ),71%,17%,6%,2%,5%,143
Skagen Connected Falster 3 Gen 5 Stainless Steel Touchscreen Smartwatch with Heart Rate GPS NFC and Smartphone Notifications,60%,18%,9%,4%,9%,398
XPLORA X5 Play - Watch Phone for Children (SIM Free) 4G - Calls Messages Kids School Mode SOS Function GPS Location Camera and Pedometer (Black),60%,17%,7%,6%,10%,206
IOWODO Smart Watch for Android Phones Activity Tracker -Fitness Tracker Watch iOS Compatible Smart Watch for Men Step Counter for Walking Digital Watch Womens Waterproof Smartwatch Black,59%,17%,12%,4%,8%,264
Kenneth Cole New York Wellness Watch Smartwatch with Health Technology Sport Modes and Smartphone Capabilities (Model: KCWGP2174001),0%,0%,100%,0%,0%,1
Smart Watch Hongmed Fitness Watch with Blood Pressure Oxygen Monitor for Android Phones and iPhone Compatible Waterproof Activity Tracker for Men and Women Black,44%,22%,13%,7%,14%,350
"TagoBee Smart Watch for Android Phones iOS 1.69"" Touch Screen Smart Watches for Women Men IP68 Waterproof Fitness Watches with Heart Rate Monitor Sleep Tracker Calorie Pedometer Activity Digital Watch",58%,8%,8%,12%,13%,138
Smart Watches for Women/Men Fitness: 1.28 Inch Full Touch Screen Activity Tracker Watch Compatible with iOS/Android IP68 Waterproof Watch for Swimming Heart Rate Monitor & Blood Oxygen (Black),56%,15%,5%,11%,13%,62
Meryjuly Smart Watch for Android and iOS Phones IP68 Waterproof Smart Fitness Watch for Men Women Supports Bluetooth Call Heart Rate Monitor Pedometer Sleep Monitor White,100%,0%,0%,0%,0%,1
Kids Smart Watches Girls Boys Kids Smartwatch with Calling 14 Games Dual Cameras Alarm Music Player Flashlight 12/24 hr Touch Screen Children Learning Toys Birthday Gifts for Kids Age 3-14(Pink),52%,13%,10%,2%,22%,97
Smart Watch 1.28’’ Full Touch Screen Smartwatch for Men Women IP68 Waterproof Fitness Tracker with Swimming 10 Sports Modes 24H Heart Rate Monitor Sleep Tracker Pedometer for Android iOS (Black),72%,20%,8%,0%,0%,23
Movado Connect 2.0 Unisex Powered with Wear OS by Google Stainless Steel and Black Leather Smartwatch Color: Black (Model: 3660028),66%,8%,13%,5%,8%,96
SAMSUNG Galaxy Watch 4 40mm R860 Smartwatch GPS Bluetooth WiFi (International Version) (Pink),75%,9%,5%,12%,0%,30
"LIGE Smart Watch for Android iOS 1.32"" DIY Full Touch Screen Bluetooth Headset Music Fitness Tracker with Heart Rate Sleep Monitor IP68 Waterproof Stainless Steel Activity Tracker for Men",62%,30%,0%,0%,8%,28
Smart Watch 1.72'' Full Touch Screen Fitness Tracker for Android/iOS Phone Advanced Heart Rate/SpO2 Pedometer/Blood Pressure/Text/Sleep Monitor IP67 Waterproof Smartwatch for Women Men (Black),51%,19%,9%,7%,14%,65
Minnie Mouse Kid's Touch-Screen Smartwatch,74%,12%,6%,3%,5%,604
Smart Watch for Kids Boy Girls - Smartwatch with Phone Calls SOS & Silent Mode HD Camera Touchscreen Kids Watch 11 Games Video Music Player & Calculator 12/24 hr for Aged 3-12(Green),67%,9%,15%,0%,9%,25
"Hamile 2021 Version 1.55"" Smart Watch for Android Phones Compatible with iPhone Fitness Watch with Heart Rate Monitor Sleep Tracker 5ATM Waterproof Smart Watches for Women Men 200+ Dials Lavender",62%,16%,7%,8%,7%,437
suinsist SmartWatch 2021 with Call FitnessTracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor,55%,14%,9%,6%,16%,660
Smart Watch 2021Smart Watch with Call for MenHealth and Fitness Smartwatch for Android iOS Phones with Sleep TrackerApp Message ReminderMusic ControlIP67 Waterproof Smart Watch Brown,44%,18%,12%,6%,19%,1925
Marvel Spider-Man Touchscreen Interactive Smart Watch (Model: SPD4588AZ),73%,14%,6%,2%,4%,6198
Pradory Smart Watch Fitness Watch Activity Tracker with Blood Pressure Heart Rate Monitor IP67 Waterproof Bluetooth Smartwatch Touch Screen Sports Tracker Watch for iOS Phones Android Men Women Pink,87%,7%,4%,1%,1%,1106
Kids Smart Watch for Boys - Smart Watch for Kids with 16 Games | Camera | Music | Alarm | Pedometer | Calculator | Torch | Photos & Video | Calendar | Recorder for 4-12 Years Kids Gifts (Blue),100%,0%,0%,0%,0%,14
Samsung Galaxy Watch3 Watch 3 (GPS Bluetooth LTE) Smart Watch with Advanced Health Monitoring Fitness Tracking and Long Lasting Battery (Black 45MM) (Renewed),71%,14%,6%,3%,7%,524
Kids Smart Watch Kids Watch Toys for 3-12 Ages Year Old Kids Smartatches with 16 Learning Games Video Camera Pedometer Music Alarm Flashlight Birthday Gift for Kids Boys Girls(Sapphire Blue),78%,0%,0%,11%,11%,49
